Drug	pt	no_cases	total	prr
setraline	Attention deficit/hyperactivity disorder	50	390	0.1282051282
setraline	Atypical femur fracture	8	90	0.08888888889
setraline	Atypical mycobacterial infection	1	5	0.2
setraline	Atypical mycobacterial pneumonia	1	3	0.3333333333
setraline	Atypical pneumonia	22	169	0.1301775148
setraline	Auditory disorder	1	49	0.02040816327
setraline	Aura	13	85	0.1529411765
setraline	Auricular swelling	1	3	0.3333333333
setraline	Autism	6	96	0.0625
setraline	Autism spectrum disorder	27	254	0.1062992126
setraline	Autoimmune arthritis	2	8	0.25
setraline	Autoimmune colitis	7	23	0.3043478261
setraline	Autoimmune disorder	30	351	0.08547008547
setraline	Autoimmune encephalopathy	4	11	0.3636363636
setraline	Autoimmune haemolytic anaemia	18	153	0.1176470588
setraline	Autoimmune hepatitis	22	252	0.0873015873
setraline	Autoimmune hypothyroidism	2	3	0.6666666667
setraline	Autoimmune lung disease	1	2	0.5
setraline	Autoimmune myositis	8	12	0.6666666667
setraline	Autoimmune nephritis	1	29	0.03448275862
setraline	Autoimmune retinopathy	1	2	0.5
setraline	Autoimmune thyroiditis	49	237	0.2067510549
setraline	Autonomic nervous system imbalance	32	376	0.08510638298
setraline	Autonomic neuropathy	5	66	0.07575757576
setraline	Autophobia	3	36	0.08333333333
setraline	Autophony	1	8	0.125
setraline	Autoscopy	24	140	0.1714285714
setraline	Aversion	2	7	0.2857142857
setraline	Avulsion fracture	1	11	0.09090909091
setraline	Axillary mass	6	39	0.1538461538
setraline	Axonal neuropathy	3	223	0.0134529148
setraline	Azotaemia	13	50	0.26
setraline	Bacillus infection	1	15	0.06666666667
setraline	Back disorder	103	1055	0.09763033175
setraline	Back injury	73	648	0.112654321
setraline	Back pain	972	8125	0.1196307692
setraline	Bacteraemia	46	318	0.1446540881
setraline	Bacterial diarrhoea	3	6	0.5
setraline	Bacterial infection	70	488	0.143442623
setraline	Bacterial prostatitis	1	1	1
setraline	Bacterial pyelonephritis	2	6	0.3333333333
setraline	Bacterial sepsis	18	91	0.1978021978
setraline	Bacterial test positive	8	88	0.09090909091
setraline	Bacterial vaginosis	10	95	0.1052631579
setraline	Bacterial vulvovaginitis	2	24	0.08333333333
setraline	Bacteroides infection	1	1	1
setraline	Balance disorder	798	7162	0.1114213907
setraline	Ballismus	1	14	0.07142857143
setraline	Bandaemia	1	9	0.1111111111
setraline	Band neutrophil count decreased	1	14	0.07142857143
setraline	Band neutrophil percentage decreased	2	2	1
setraline	Band sensation	6	88	0.06818181818
setraline	Bankruptcy	14	127	0.1102362205
setraline	Barbiturates positive	1	5	0.2
setraline	Barrett's oesophagus	25	129	0.1937984496
setraline	Bartholin's abscess	2	4	0.5
setraline	Bartholin's cyst	6	12	0.5
setraline	Basal cell carcinoma	45	619	0.07269789984
setraline	Basal cell naevus syndrome	2	2	1
setraline	Basal ganglia haemorrhage	10	58	0.1724137931
setraline	Basal ganglia infarction	1	17	0.05882352941
setraline	Basedow's disease	9	104	0.08653846154
setraline	Basilar artery occlusion	1	30	0.03333333333
setraline	Basilar migraine	5	21	0.2380952381
setraline	Basophil count abnormal	1	2	0.5
setraline	Basophil count increased	4	23	0.1739130435
setraline	Basosquamous carcinoma of skin	1	6	0.1666666667
setraline	B-cell lymphoma	10	81	0.1234567901
setraline	B-cell lymphoma recurrent	1	6	0.1666666667
setraline	B-cell type acute leukaemia	1	2	0.5
setraline	Bedridden	64	586	0.1092150171
setraline	Behaviour disorder	24	309	0.07766990291
setraline	Behcet's syndrome	6	58	0.1034482759
setraline	Belligerence	2	10	0.2
setraline	Bell's palsy	4	33	0.1212121212
setraline	Benign bone neoplasm	1	7	0.1428571429
setraline	Benign breast neoplasm	5	32	0.15625
setraline	Benign congenital hypotonia	2	2	1
setraline	Benign fallopian tube neoplasm	4	4	1
setraline	Benign gastric neoplasm	2	4	0.5
setraline	Benign gastrointestinal neoplasm	1	20	0.05
setraline	Benign hydatidiform mole	1	2	0.5
setraline	Benign intracranial hypertension	8	56	0.1428571429
setraline	Benign neoplasm	3	46	0.0652173913
setraline	Benign neoplasm of prostate	1	2	0.5
setraline	Benign neoplasm of skin	6	27	0.2222222222
setraline	Benign neoplasm of thyroid gland	6	68	0.08823529412
setraline	Benign prostatic hyperplasia	16	200	0.08
setraline	Benign renal neoplasm	3	12	0.25
setraline	Benign uterine neoplasm	1	5	0.2
setraline	Benzodiazepine drug level abnormal	2	5	0.4
setraline	Beta 2 microglobulin increased	1	1	1
setraline	Beta haemolytic streptococcal infection	3	20	0.15
setraline	Bezoar	6	178	0.03370786517
setraline	Bicuspid aortic valve	4	44	0.09090909091
setraline	Bicuspid pulmonary valve	3	6	0.5
setraline	Bicytopenia	9	58	0.1551724138
setraline	Bifascicular block	4	27	0.1481481481
setraline	Bile acid malabsorption	13	29	0.4482758621
setraline	Bile duct obstruction	13	94	0.1382978723
setraline	Bile duct stenosis	5	19	0.2631578947
setraline	Bile duct stone	4	89	0.04494382022
setraline	Biliary adenoma	3	4	0.75
setraline	Biliary cirrhosis primary	4	11	0.3636363636
setraline	Biliary colic	2	91	0.02197802198
setraline	Biliary obstruction	4	20	0.2
setraline	Biliary tract disorder	1	21	0.04761904762
setraline	Biliary tract infection	4	8	0.5
setraline	Bilirubin conjugated increased	3	8	0.375
setraline	Binge drinking	1	10	0.1
setraline	Binge eating	15	149	0.1006711409
setraline	Biopsy	1	8	0.125
setraline	Biopsy breast	2	6	0.3333333333
setraline	Biopsy kidney	2	8	0.25
setraline	Biopsy kidney abnormal	1	1	1
setraline	Biopsy lung	5	20	0.25
setraline	Biopsy lung normal	3	3	1
setraline	Biopsy soft tissue	1	2	0.5
setraline	Bipolar disorder	145	1272	0.1139937107
setraline	Bipolar I disorder	51	263	0.1939163498
setraline	Bipolar II disorder	12	122	0.09836065574
setraline	Birth trauma	2	5	0.4
setraline	Bite	7	28	0.25
setraline	BK virus infection	3	14	0.2142857143
setraline	Bladder ablation	1	1	1
setraline	Bladder adenocarcinoma stage unspecified	3	4	0.75
setraline	Bladder calculus removal	1	2	0.5
setraline	Bladder cancer	34	253	0.1343873518
setraline	Bladder cancer stage IV	1	5	0.2
setraline	Bladder catheterisation	9	41	0.2195121951
setraline	Bladder cyst	3	13	0.2307692308
setraline	Bladder dilatation	18	101	0.1782178218
setraline	Bladder discomfort	8	56	0.1428571429
setraline	Bladder disorder	46	512	0.08984375
setraline	Bladder dysfunction	7	27	0.2592592593
setraline	Bladder hypertrophy	4	9	0.4444444444
setraline	Bladder injury	7	16	0.4375
setraline	Bladder mass	3	13	0.2307692308
setraline	Bladder neck suspension	2	8	0.25
setraline	Bladder neoplasm	6	32	0.1875
setraline	Bladder neoplasm surgery	2	8	0.25
setraline	Bladder obstruction	5	22	0.2272727273
setraline	Bladder operation	5	56	0.08928571429
setraline	Bladder pain	40	141	0.2836879433
setraline	Bladder perforation	1	14	0.07142857143
setraline	Bladder prolapse	7	64	0.109375
setraline	Bladder repair	1	13	0.07692307692
setraline	Bladder spasm	12	97	0.1237113402
setraline	Bladder transitional cell carcinoma	3	36	0.08333333333
setraline	Blast cell count increased	3	9	0.3333333333
setraline	Blast cells present	2	5	0.4
setraline	Bleeding time abnormal	1	4	0.25
setraline	Bleeding time prolonged	32	96	0.3333333333
setraline	Bleeding varicose vein	2	14	0.1428571429
setraline	Blepharal pigmentation	2	19	0.1052631579
setraline	Blepharitis	11	72	0.1527777778
setraline	Blepharochalasis	1	2	0.5
setraline	Blepharoplasty	1	2	0.5
setraline	Blepharorrhaphy	1	1	1
setraline	Blepharospasm	68	314	0.2165605096
setraline	Blighted ovum	3	6	0.5
setraline	Blindness	169	974	0.1735112936
setraline	Blindness congenital	2	7	0.2857142857
setraline	Blindness cortical	1	5	0.2
setraline	Blindness day	2	2	1
setraline	Blindness transient	31	205	0.1512195122
setraline	Blindness unilateral	57	419	0.1360381862
setraline	Blister	278	1764	0.1575963719
setraline	Blister infected	1	25	0.04
setraline	Blister rupture	2	9	0.2222222222
setraline	Blood albumin decreased	20	85	0.2352941176
setraline	Blood albumin increased	3	24	0.125
setraline	Blood alcohol abnormal	1	4	0.25
setraline	Blood alcohol increased	1	27	0.03703703704
setraline	Blood alkaline phosphatase abnormal	2	14	0.1428571429
setraline	Blood alkaline phosphatase increased	75	336	0.2232142857
setraline	Blood bicarbonate decreased	2	114	0.01754385965
setraline	Blood bilirubin abnormal	3	7	0.4285714286
setraline	Blood bilirubin decreased	2	15	0.1333333333
setraline	Blood bilirubin increased	78	482	0.1618257261
setraline	Blood blister	10	82	0.1219512195
setraline	Blood calcium abnormal	2	41	0.0487804878
setraline	Blood calcium decreased	21	682	0.03079178886
setraline	Blood calcium increased	22	173	0.1271676301
setraline	Blood chloride decreased	6	42	0.1428571429
setraline	Blood chloride increased	5	23	0.2173913043
setraline	Blood cholesterol	2	23	0.08695652174
setraline	Blood cholesterol abnormal	41	244	0.1680327869
setraline	Blood cholesterol decreased	6	38	0.1578947368
setraline	Blood cholesterol increased	284	1843	0.1540965817
setraline	Blood chromogranin A increased	2	9	0.2222222222
setraline	Blood corticotrophin increased	1	3	0.3333333333
setraline	Blood cortisol decreased	3	8	0.375
setraline	Blood count abnormal	79	649	0.1217257319
setraline	Blood creatine increased	14	105	0.1333333333
setraline	Blood creatine phosphokinase increased	302	1404	0.2150997151
setraline	Blood creatine phosphokinase MB increased	5	12	0.4166666667
setraline	Blood creatinine abnormal	16	77	0.2077922078
setraline	Blood creatinine decreased	4	67	0.05970149254
setraline	Blood creatinine increased	172	1595	0.1078369906
setraline	Blood culture positive	28	50	0.56
setraline	Blood disorder	34	224	0.1517857143
setraline	Blood electrolytes abnormal	13	36	0.3611111111
setraline	Blood electrolytes decreased	4	36	0.1111111111
setraline	Blood ethanol increased	5	18	0.2777777778
setraline	Blood fibrinogen decreased	1	10	0.1
setraline	Blood folate decreased	7	42	0.1666666667
setraline	Blood follicle stimulating hormone abnormal	1	1	1
setraline	Blood glucagon decreased	2	2	1
setraline	Blood glucose	3	8	0.375
setraline	Blood glucose abnormal	63	462	0.1363636364
setraline	Blood glucose decreased	124	923	0.1343445287
setraline	Blood glucose fluctuation	24	299	0.08026755853
setraline	Blood glucose increased	346	2803	0.1234391723
setraline	Blood growth hormone decreased	4	13	0.3076923077
setraline	Blood growth hormone increased	3	8	0.375
setraline	Blood growth hormone releasing hormone increased	1	1	1
setraline	Blood homocysteine increased	2	6	0.3333333333
setraline	Blood immunoglobulin A decreased	2	17	0.1176470588
setraline	Blood immunoglobulin E abnormal	4	9	0.4444444444
setraline	Blood immunoglobulin E increased	9	50	0.18
setraline	Blood immunoglobulin G decreased	4	55	0.07272727273
setraline	Blood immunoglobulin G increased	7	47	0.1489361702
setraline	Blood immunoglobulin M decreased	1	16	0.0625
setraline	Blood immunoglobulin M increased	1	17	0.05882352941
setraline	Blood insulin increased	1	11	0.09090909091
setraline	Blood iron abnormal	2	39	0.05128205128
setraline	Blood iron decreased	58	384	0.1510416667
setraline	Blood iron increased	3	25	0.12
setraline	Blood ketone body increased	1	10	0.1
setraline	Blood ketone body present	1	1	1
setraline	Blood lactate dehydrogenase abnormal	2	4	0.5
setraline	Blood lactate dehydrogenase increased	6	87	0.06896551724
setraline	Blood lactic acid increased	15	382	0.03926701571
setraline	Blood loss anaemia	18	157	0.1146496815
setraline	Blood magnesium decreased	70	379	0.1846965699
setraline	Blood methaemoglobin present	2	3	0.6666666667
setraline	Blood methanol	1	1	1
setraline	Blood oestrogen abnormal	3	10	0.3
setraline	Blood oestrogen decreased	1	32	0.03125
setraline	Blood oestrogen increased	2	28	0.07142857143
setraline	Blood parathyroid hormone decreased	5	24	0.2083333333
setraline	Blood parathyroid hormone increased	3	31	0.09677419355
setraline	Blood pH decreased	1	16	0.0625
setraline	Blood phosphorus decreased	7	68	0.1029411765
setraline	Blood phosphorus increased	1	24	0.04166666667
setraline	Blood potassium abnormal	9	72	0.125
setraline	Blood potassium decreased	130	916	0.1419213974
setraline	Blood potassium increased	72	437	0.1647597254
setraline	Blood pressure abnormal	87	771	0.1128404669
setraline	Blood pressure decreased	339	1841	0.1841390549
setraline	Blood pressure diastolic abnormal	6	150	0.04
setraline	Blood pressure diastolic decreased	67	300	0.2233333333
setraline	Blood pressure diastolic increased	6	164	0.03658536585
setraline	Blood pressure fluctuation	150	1371	0.1094091904
setraline	Blood pressure inadequately controlled	6	79	0.07594936709
setraline	Blood pressure increased	660	6102	0.1081612586
setraline	Blood pressure measurement	1	31	0.03225806452
setraline	Blood pressure normal	1	1	1
setraline	Blood pressure orthostatic	3	5	0.6
setraline	Blood pressure orthostatic abnormal	1	2	0.5
setraline	Blood pressure orthostatic decreased	2	12	0.1666666667
setraline	Blood pressure orthostatic increased	1	1	1
setraline	Blood pressure systolic abnormal	2	63	0.03174603175
setraline	Blood pressure systolic decreased	5	96	0.05208333333
setraline	Blood pressure systolic increased	75	515	0.145631068
setraline	Blood prolactin abnormal	3	19	0.1578947368
setraline	Blood prolactin decreased	5	9	0.5555555556
setraline	Blood prolactin increased	163	483	0.3374741201
setraline	Blood sodium abnormal	1	31	0.03225806452
setraline	Blood sodium decreased	81	568	0.1426056338
setraline	Blood sodium increased	4	49	0.08163265306
setraline	Blood test	1	6	0.1666666667
setraline	Blood test abnormal	31	335	0.09253731343
setraline	Blood testosterone abnormal	2	20	0.1
setraline	Blood testosterone decreased	30	227	0.1321585903
setraline	Blood testosterone increased	13	47	0.2765957447
setraline	Blood thyroid stimulating hormone abnormal	2	28	0.07142857143
setraline	Blood thyroid stimulating hormone decreased	18	90	0.2
setraline	Blood thyroid stimulating hormone increased	47	198	0.2373737374
setraline	Blood thyroid stimulating hormone normal	1	7	0.1428571429
setraline	Blood triglycerides increased	35	291	0.1202749141
setraline	Blood urea decreased	1	11	0.09090909091
setraline	Blood urea increased	10	56	0.1785714286
setraline	Blood urea nitrogen/creatinine ratio increased	1	8	0.125
setraline	Blood uric acid abnormal	3	7	0.4285714286
setraline	Blood uric acid increased	8	88	0.09090909091
setraline	Blood urine	4	12	0.3333333333
setraline	Blood urine present	98	496	0.1975806452
setraline	Blood viscosity decreased	2	9	0.2222222222
setraline	Blood viscosity increased	2	17	0.1176470588
setraline	Bloody discharge	4	21	0.1904761905
setraline	Blount's disease	1	1	1
setraline	Blunted affect	13	96	0.1354166667
setraline	B-lymphocyte count abnormal	2	8	0.25
setraline	B-lymphocyte count decreased	3	44	0.06818181818
setraline	B-lymphocyte count increased	1	16	0.0625
setraline	Body fat disorder	3	9	0.3333333333
setraline	Body height below normal	3	3	1
setraline	Body height decreased	85	633	0.1342812006
setraline	Body height increased	2	9	0.2222222222
setraline	Body mass index decreased	5	25	0.2
setraline	Body mass index increased	18	75	0.24
setraline	Body temperature abnormal	5	82	0.06097560976
setraline	Body temperature decreased	25	196	0.1275510204
setraline	Body temperature fluctuation	10	73	0.1369863014
setraline	Body temperature increased	133	665	0.2
setraline	Body tinea	4	90	0.04444444444
setraline	Bone cancer	13	82	0.1585365854
setraline	Bone contusion	4	47	0.08510638298
setraline	Bone cyst	3	28	0.1071428571
setraline	Bone deformity	2	15	0.1333333333
setraline	Bone demineralisation	1	25	0.04
setraline	Bone density abnormal	8	49	0.1632653061
setraline	Bone density decreased	26	257	0.1011673152
setraline	Bone development abnormal	1	5	0.2
setraline	Bone disorder	30	336	0.08928571429
setraline	Bone fissure	1	12	0.08333333333
setraline	Bone fistula	1	2	0.5
setraline	Bone formation decreased	3	4	0.75
setraline	Bone fragmentation	1	12	0.08333333333
setraline	Bone graft	6	28	0.2142857143
setraline	Bone lesion	9	71	0.1267605634
setraline	Bone lesion excision	1	10	0.1
setraline	Bone loss	17	109	0.1559633028
setraline	Bone marrow disorder	3	49	0.0612244898
setraline	Bone marrow failure	74	302	0.2450331126
setraline	Bone marrow oedema	2	46	0.04347826087
setraline	Bone marrow toxicity	4	7	0.5714285714
setraline	Bone marrow transplant	4	19	0.2105263158
